group,region,unweighted,raw_weighted,normalized_weighted,normalized_sumw2
dataset::QCD_Bin-PT-1000to1500_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,LLCR,0,0.0,0.0,0.0
dataset::QCD_Bin-PT-1000to1500_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,QCDCR,36,36.0,1532.9773800000005,65278.323544212864
dataset::QCD_Bin-PT-1000to1500_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,GCR,0,0.0,0.0,0.0
dataset::QCD_Bin-PT-1000to1500_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2E,0,0.0,0.0,0.0
dataset::QCD_Bin-PT-1000to1500_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2M,0,0.0,0.0,0.0
dataset::QCD_Bin-PT-1000to1500_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,SR,1,1.0,42.582705,1813.2867651170247
GJ,LLCR,0,0.0,0.0,0.0
GJ,QCDCR,5,3.6069527864456177,11.416734377156606,72.4121243547497
GJ,GCR,85,56.50892734527588,178.8621730407514,1231.0061341337139
GJ,DY2E,0,0.0,0.0,0.0
GJ,DY2M,0,0.0,0.0,0.0
GJ,SR,0,0.0,0.0,0.0
dataset::GJ_Bin-PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,LLCR,0,0.0,0.0,0.0
dataset::GJ_Bin-PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,QCDCR,5,3.6069527864456177,11.416734377156606,72.4121243547497
dataset::GJ_Bin-PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,GCR,85,56.50892734527588,178.8621730407514,1231.0061341337139
dataset::GJ_Bin-PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2E,0,0.0,0.0,0.0
dataset::GJ_Bin-PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2M,0,0.0,0.0,0.0
dataset::GJ_Bin-PTG-600_TuneCP5_13p6TeV_amcatnlo-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,SR,0,0.0,0.0,0.0
DY,LLCR,12,6.320610046386719,6.630086075949365,8.242132757718313
DY,QCDCR,45,18.171753883361816,19.061497468354432,30.907997841443702
DY,GCR,1,-0.7900762557983398,-0.8287607594936708,0.6868443964765261
DY,DY2E,16,7.900762557983398,8.287607594936707,10.98951034362442
DY,DY2M,27,5.530533790588379,5.801325316455695,18.544798704866217
DY,SR,12,7.900762557983398,8.287607594936707,8.242132757718313
dataset::DYto2L-2Jets_Bin-MLL-50-PTLL-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v3____1_,LLCR,12,6.320610046386719,6.630086075949365,8.242132757718313
dataset::DYto2L-2Jets_Bin-MLL-50-PTLL-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v3____1_,QCDCR,45,18.171753883361816,19.061497468354432,30.907997841443702
dataset::DYto2L-2Jets_Bin-MLL-50-PTLL-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v3____1_,GCR,1,-0.7900762557983398,-0.8287607594936708,0.6868443964765261
dataset::DYto2L-2Jets_Bin-MLL-50-PTLL-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v3____1_,DY2E,16,7.900762557983398,8.287607594936707,10.98951034362442
dataset::DYto2L-2Jets_Bin-MLL-50-PTLL-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v3____1_,DY2M,27,5.530533790588379,5.801325316455695,18.544798704866217
dataset::DYto2L-2Jets_Bin-MLL-50-PTLL-600_TuneCP5_13p6TeV_amcatnloFXFX-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v3____1_,SR,12,7.900762557983398,8.287607594936707,8.242132757718313
ST,LLCR,0,0.0,0.0,0.0
ST,QCDCR,0,0.0,0.0,0.0
ST,GCR,0,0.0,0.0,0.0
ST,DY2E,0,0.0,0.0,0.0
ST,DY2M,0,0.0,0.0,0.0
ST,SR,0,0.0,0.0,0.0
dataset::TBbarQto2Q-t-channel-4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,LLCR,0,0.0,0.0,0.0
dataset::TBbarQto2Q-t-channel-4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,QCDCR,0,0.0,0.0,0.0
dataset::TBbarQto2Q-t-channel-4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,GCR,0,0.0,0.0,0.0
dataset::TBbarQto2Q-t-channel-4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2E,0,0.0,0.0,0.0
dataset::TBbarQto2Q-t-channel-4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2M,0,0.0,0.0,0.0
dataset::TBbarQto2Q-t-channel-4FS_TuneCP5_13p6TeV_powheg-madspin-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,SR,0,0.0,0.0,0.0
VV,LLCR,1,1.0,367.11679942078723,134774.74441696252
VV,QCDCR,0,0.0,0.0,0.0
VV,GCR,0,0.0,0.0,0.0
VV,DY2E,0,0.0,0.0,0.0
VV,DY2M,0,0.0,0.0,0.0
VV,SR,0,0.0,0.0,0.0
dataset::WW_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,LLCR,1,1.0,367.11679942078723,134774.74441696252
dataset::WW_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,QCDCR,0,0.0,0.0,0.0
dataset::WW_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,GCR,0,0.0,0.0,0.0
dataset::WW_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2E,0,0.0,0.0,0.0
dataset::WW_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2M,0,0.0,0.0,0.0
dataset::WW_TuneCP5_13p6TeV_pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,SR,0,0.0,0.0,0.0
JetMET,LLCR,1,1.0,1.0,1.0
JetMET,QCDCR,0,0.0,0.0,0.0
JetMET,GCR,0,0.0,0.0,0.0
JetMET,DY2E,0,0.0,0.0,0.0
JetMET,DY2M,0,0.0,0.0,0.0
JetMET,SR,0,0.0,0.0,0.0
dataset::JetMET0-Run2024C-MINIv6NANOv15-v1____1_,LLCR,1,1.0,1.0,1.0
dataset::JetMET0-Run2024C-MINIv6NANOv15-v1____1_,QCDCR,0,0.0,0.0,0.0
dataset::JetMET0-Run2024C-MINIv6NANOv15-v1____1_,GCR,0,0.0,0.0,0.0
dataset::JetMET0-Run2024C-MINIv6NANOv15-v1____1_,DY2E,0,0.0,0.0,0.0
dataset::JetMET0-Run2024C-MINIv6NANOv15-v1____1_,DY2M,0,0.0,0.0,0.0
dataset::JetMET0-Run2024C-MINIv6NANOv15-v1____1_,SR,0,0.0,0.0,0.0
EGamma,LLCR,0,0.0,0.0,0.0
EGamma,QCDCR,0,0.0,0.0,0.0
EGamma,GCR,0,0.0,0.0,0.0
EGamma,DY2E,0,0.0,0.0,0.0
EGamma,DY2M,0,0.0,0.0,0.0
EGamma,SR,0,0.0,0.0,0.0
dataset::EGamma0-Run2024C-MINIv6NANOv15-v1____1_,LLCR,0,0.0,0.0,0.0
dataset::EGamma0-Run2024C-MINIv6NANOv15-v1____1_,QCDCR,0,0.0,0.0,0.0
dataset::EGamma0-Run2024C-MINIv6NANOv15-v1____1_,GCR,0,0.0,0.0,0.0
dataset::EGamma0-Run2024C-MINIv6NANOv15-v1____1_,DY2E,0,0.0,0.0,0.0
dataset::EGamma0-Run2024C-MINIv6NANOv15-v1____1_,DY2M,0,0.0,0.0,0.0
dataset::EGamma0-Run2024C-MINIv6NANOv15-v1____1_,SR,0,0.0,0.0,0.0
Muon,LLCR,0,0.0,0.0,0.0
Muon,QCDCR,0,0.0,0.0,0.0
Muon,GCR,0,0.0,0.0,0.0
Muon,DY2E,0,0.0,0.0,0.0
Muon,DY2M,0,0.0,0.0,0.0
Muon,SR,0,0.0,0.0,0.0
dataset::Muon0-Run2024C-MINIv6NANOv15-v1____1_,LLCR,0,0.0,0.0,0.0
dataset::Muon0-Run2024C-MINIv6NANOv15-v1____1_,QCDCR,0,0.0,0.0,0.0
dataset::Muon0-Run2024C-MINIv6NANOv15-v1____1_,GCR,0,0.0,0.0,0.0
dataset::Muon0-Run2024C-MINIv6NANOv15-v1____1_,DY2E,0,0.0,0.0,0.0
dataset::Muon0-Run2024C-MINIv6NANOv15-v1____1_,DY2M,0,0.0,0.0,0.0
dataset::Muon0-Run2024C-MINIv6NANOv15-v1____1_,SR,0,0.0,0.0,0.0
SMS,LLCR,460,460.0,2694.430099408317,3584554.6285526296
SMS,QCDCR,188,188.0,3.8571077495264245,1.7838423589977848
SMS,GCR,2,2.0,0.003580132,6.408672568712e-06
SMS,DY2E,1,1.0,0.001790066,3.204336284356e-06
SMS,DY2M,1,1.0,0.001790066,3.204336284356e-06
SMS,SR,5118,5118.0,218.38432094162914,105.99180216607928
dataset::SMS-2Stop_Par-mStop-1000_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,LLCR,32,32.0,16.151340816120918,8.152056567452915
dataset::SMS-2Stop_Par-mStop-1000_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,QCDCR,7,7.0,3.5331058035264484,1.7832623741303242
dataset::SMS-2Stop_Par-mStop-1000_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,GCR,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-1000_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2E,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-1000_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,DY2M,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-1000_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2____1_,SR,416,416.0,209.9674306095713,105.97673537688715
dataset::SMS-2Stop_Par-mStop-600_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,LLCR,2,2.0,2677.516190476191,3584546.4751310665
dataset::SMS-2Stop_Par-mStop-600_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,QCDCR,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-600_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,GCR,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-600_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,DY2E,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-600_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,DY2M,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-600_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,SR,0,0.0,0.0,0.0
dataset::SMS-2Stop_Par-mStop-1500_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,LLCR,426,426.0,0.7625681159999947,0.00136504725713565
dataset::SMS-2Stop_Par-mStop-1500_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,QCDCR,181,181.0,0.3240019459999998,0.000579984867468437
dataset::SMS-2Stop_Par-mStop-1500_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,GCR,2,2.0,0.003580132,6.408672568712e-06
dataset::SMS-2Stop_Par-mStop-1500_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,DY2E,1,1.0,0.001790066,3.204336284356e-06
dataset::SMS-2Stop_Par-mStop-1500_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,DY2M,1,1.0,0.001790066,3.204336284356e-06
dataset::SMS-2Stop_Par-mStop-1500_TuneCP5_13p6TeV_madgraph-pythia8-RunIII2024Summer24NanoAODv15-150X_mcRun3_2024_realistic_v2-v2,SR,4702,4702.0,8.41689033199957,0.015066789209041784
